"ee_id_show","title","inv_num","ee_id_thing"
237,"Depreciated","2004-002",15
237,"Depreciated","2006-002",157
237,"Depreciated","2008-003",210
237,"Depreciated","2004-001",14
237,"Depreciated","2006-001",32
237,"Depreciated","2002-002",9
237,"Depreciated","2007-020",38
237,"Depreciated","2007-002",168
237,"Depreciated","2008-004",135
4154,"Synthetic","2002-001",7
4226,"Last Night I Had The Strangest Dream","2009-041",51
218,"Adult Comtemporary","2008-012",213
218,"Adult Comtemporary","2008-013",214
218,"Adult Comtemporary","2008-014",215
218,"Adult Comtemporary","2008-015",216
218,"Adult Comtemporary","2008-016",217
218,"Adult Comtemporary","2008-002",48
218,"Adult Comtemporary","2008-003",210
218,"Adult Comtemporary","2008-004",135
218,"Adult Comtemporary","2008-008",164
218,"Adult Comtemporary","2008-001",219
4171,"The Bruce Springsteen 'Born to Run' Glockenspiel Addendum","2006-008",5
4171,"The Bruce Springsteen 'Born to Run' Glockenspiel Addendum","2006-006",30
4171,"The Bruce Springsteen 'Born to Run' Glockenspiel Addendum","2007-045",171
2237,"Cory Arcangel + Olia Lialina and Dragan Espenschied","2006-002",157
2237,"Cory Arcangel + Olia Lialina and Dragan Espenschied","2007-045",171
198,"subtractions, modifications, addenda, and other recent contributions to participatory culture","2006-011",156
198,"subtractions, modifications, addenda, and other recent contributions to participatory culture","2006-004",33
198,"subtractions, modifications, addenda, and other recent contributions to participatory culture","2006-002",157
198,"subtractions, modifications, addenda, and other recent contributions to participatory culture","2006-003",31
198,"subtractions, modifications, addenda, and other recent contributions to participatory culture","2006-001",32
193,"Nerdzone Version 1","2005-021",185
193,"Nerdzone Version 1","2004-001",14
193,"Nerdzone Version 1","2004-003",187
193,"Nerdzone Version 1","2002-002",9
193,"Nerdzone Version 1","2004-005",188
193,"Nerdzone Version 1","2003-002",11
193,"Nerdzone Version 1","2005-001",20
193,"Nerdzone Version 1","2004-006",17
193,"Nerdzone Version 1","2004-025",189
193,"Nerdzone Version 1","2005-028",192
193,"Nerdzone Version 1","2002-001",7
193,"Nerdzone Version 1","2004-002",15
193,"Nerdzone Version 1","2004-014",40
193,"Nerdzone Version 1","2005-032",2148
202,"Super Mario Movie","2005-001",20
4039,"Liste","2002-001",7
4039,"Liste","2002-002",9
4039,"Liste","2004-003",187
4039,"Liste","2003-001",220
4245,"Seeing Double: Emulation in Theory and Practice","2002-002",9
